ID,Category,Software Component,Title,Decision,Reason
66784,Added,LicenseParser,License Parser: Add TYK APIs Gateway configs for this service for OpenLM Cloud Platform,excluded,"internal plumbing, infrastructure, or not customer-visible"
66791,Fixed,Broker Hub,OpenLM Platform: Prod: BrokerHub: Not Receiving Configuration Updates,published in changelog,customer-facing change
66869,Added,Broker Hub,Broker Hub : SAAS Agent Service Implementation send BrokerAssetSync message for the relevant assets if still exists. / Cloud Broker : Service Implementation send BrokerAssetSync message for the relevant assets if still exists.,excluded,"internal plumbing, infrastructure, or not customer-visible"
66922,Improved,EmailNotification,More detailed logging in Email / Ticketing notification services,excluded,"internal plumbing, infrastructure, or not customer-visible"
66968,Added,LicenseParser,License Parser: Implement Server-side service integration with Amazon AWS S3 Bucket,excluded,"internal plumbing, infrastructure, or not customer-visible"
66969,Added,LicenseParser,License Parser: Implement Server-side service integration with UI to deliver AWS S3 Bucket Signature and Details,excluded,"internal plumbing, infrastructure, or not customer-visible"
66970,Added,LicenseParser,License Parser: Implement UI-side service integration with Amazon AWS S3 Bucket,excluded,"internal plumbing, infrastructure, or not customer-visible"
66971,Added,LicenseParser,License Parser: Implement UI-side service integration with Server-side to get AWS S3 Bucket Signature and Details,excluded,"internal plumbing, infrastructure, or not customer-visible"
66972,Added,LicenseParser,License Parser: Implement UI-side service integration with Server-side to parse license file and get results,excluded,"internal plumbing, infrastructure, or not customer-visible"
66989,Added,LicenseParser,LicenseParser: Add product feature Product_LicenseParser to License Generator and License Manager having default trial only for Cloud Platform,excluded,"internal plumbing, infrastructure, or not customer-visible"
66992,Added,LicenseParser,License Parser: Implement integration with License Manager,published in changelog,customer-facing change
66997,Added,api gateway,"Refine gateway chart, so updating it will trigger a new k8s job that will populate new definitions",excluded,"internal plumbing, infrastructure, or not customer-visible"
67011,Fixed,MDE,OpenLM Platform: Annapurna: Allocation Service: Active Allocations are Deleted from the Mongo DB,published in changelog,customer-facing change
67024,Improved,Placeholder,"Broker Hub: if Broker is not approved, but it keeps reporting for too long, need to send a suspension command to Broker from Broker hub",published in changelog,customer-facing change
67035,Improved,OpenLM Server,Annapurna: Server: Logs - Clear repeated errors,excluded,"internal plumbing, infrastructure, or not customer-visible"
67050,Added,ETL,Logger Implementation in Spark S3 Reporting ETL,excluded,"internal plumbing, infrastructure, or not customer-visible"
67067,Added,LicenseAutomationTool,LicenseAutomationTool: Create CI/CD Pipeline,excluded,"CI/CD, build, and deployment work"
67075,Improved,spark,Optimize Spark Streaming Multi‑Tenant Writes with Improved Error Handling and Logging,excluded,"internal plumbing, infrastructure, or not customer-visible"
67077,Improved,Cloud Broker,OpenLM Cloud Broker : DocuSign Integration – Insufficient Documentation & Connection Verification Error,already published,item already appears in static/release-notes JSON changelogs
67173,Fixed,OpenLM Server,Server: MLM: cant parse FlexLM debug log with ISO8601 timestamp,already published,item already appears in static/release-notes JSON changelogs
67207,Added,MondaySAM,MondaySAM: Create CI/CD Pipeline,excluded,"CI/CD, build, and deployment work"
67232,Added,CI/CD,Build and Release pipeline for on-prem SAM catalog UI service,excluded,"CI/CD, build, and deployment work"
67234,Improved,LicenseAutomationTool,LicenseAutomationTool: Make LicenseAutomationTool APIs Available for Frontend,excluded,"internal plumbing, infrastructure, or not customer-visible"
67242,Improved,CI/CD,Update homepage-env-vars for dev_cloud,excluded,"CI/CD, build, and deployment work"
67256,Improved,CI/CD,update sparks3staging-env-vars dev_cloud env-vars,excluded,"CI/CD, build, and deployment work"
67261,Improved,CI/CD,update servicenowconnectoretl-env-vars dev_cloud env-vars,excluded,"CI/CD, build, and deployment work"
67267,Improved,CI/CD,update brokerhub-env-vars dev_cloud env-vars,excluded,"CI/CD, build, and deployment work"
67276,Improved,CI/CD,update navigationservice-env-vars dev_cloud env-vars,excluded,"CI/CD, build, and deployment work"
67283,Improved,SAM,OnPrem: SAM Catalog GraphQL endpoint returns 500/404 via API Gateway and requests don’t reach service,published in changelog,customer-facing change
67299,Improved,Superset,Integrate Superset BI Reports into Platform Navigation,published in changelog,customer-facing change
67329,Added,LicenseParser,License Parser: Implement UI Configuration service integration for all UI components,excluded,"internal plumbing, infrastructure, or not customer-visible"
67351,Improved,Cloud Broker,Google Gemini LLM monitoring PoC,deferred,embargoed until release — Google Gemini monitoring is a PoC; publish at GA
67357,Improved,Identity Service,Identity: confusion about SaaS Agent credentials,published in changelog,customer-facing change
67367,Improved,api_gateway,FIx deps with vulnerabilities gateway bootstrapper,excluded,"tests, QA, and security scanning"
67385,Added,LicenseAccessControl,[UI Squad]: Implementation of OpenLM.Infrastructure.Mongo and MongoDB Connection implementation Refactor,excluded,"internal plumbing, infrastructure, or not customer-visible"
67480,Improved,Servicenow UI,Servicenow Connector UI : Set up CI/CD pipeline for ServiceNow-Connector UI,excluded,"CI/CD, build, and deployment work"
67609,Added,Monday SAM,MondaySAM: Implement UI for the Monday SAM based on new design,published in changelog,customer-facing change
67622,Improved,MondaySAM,MondaySAM: Make MondaySAM APIs Available for Frontend & Outside of openlm environment for Monday.com app by enabling ApiGateway,excluded,"internal plumbing, infrastructure, or not customer-visible"
67632,Improved,Monday SAM,MondaySAM UI : Set up CI/CD pipeline for MondaySAM UI,excluded,"CI/CD, build, and deployment work"
67685,Added,Monday SAM,MondaySAM: Create Interactive UI Page for Redirection from Monday App IFrame to Identity Integrated UI for Seamless User Registration,published in changelog,customer-facing change
67686,Added,Monday SAM,MondaySAM: Implement Webhook Listener for App Installation & Uninstallation,excluded,"internal plumbing, infrastructure, or not customer-visible"
67708,Added,CI/CD,Newgen CI integration,excluded,"CI/CD, build, and deployment work"
67727,Improved,Cloud Broker,"Cloud Broker: Monday.com API based monitoring: totals, expiration, features",published in changelog,customer-facing change
67763,Improved,SAAS,SaaS Agent: Enhancement of SaaS Agent for Debug (Google Chrome Log),excluded,"internal plumbing, infrastructure, or not customer-visible"
67823,Improved,License Servers,License servers UI - update server stat query,excluded,"internal plumbing, infrastructure, or not customer-visible"
67846,Improved,Audit Service,OpenLM.AuditService.Client - upgrade the (especially OpenLM.Infrastructure.Messaging),excluded,"dependency, framework, and configuration maintenance"
67847,Added,Identity Service,OpenLM Platform: Identity API - support RSA secret clients,excluded,"CI/CD, build, and deployment work"
67868,Improved,MondaySAM,MondaySAM: Make MondaySAM APIs Available for Frontend & Outside of openlm environment for Monday.com app by enabling ApiGateway,excluded,"internal plumbing, infrastructure, or not customer-visible"
67880,Improved,SaaS Agent,SaaS Agent: LinkedIn Company Page,published in changelog,customer-facing change
67900,Added,SAM,Develop a enrichment workflow for SAM Catalog service,excluded,"internal plumbing, infrastructure, or not customer-visible"
67911,Added,CI/CD,Create Pipeline for Annapurna Reporting – Multi-Tenancy Architecture & Iceberg Table Support for Reporting Anonymization,excluded,"CI/CD, build, and deployment work"
67926,Improved,Audit Service,"Audit Service: Upgrade Service to latest NuGet versions internal and external, test and release to all environments",excluded,"tests, QA, and security scanning"
68006,Improved,CI/CD,Update CD stage names,excluded,"CI/CD, build, and deployment work"
68021,Improved,MDE,Platform : Annapurna: MDE : Partial TTL index to delete documents,excluded,"internal plumbing, infrastructure, or not customer-visible"
68044,Added,LicenseAccessControl,LAC - Documentation revamp,published in changelog,customer-facing change
68084,Added,LicenseParser,License Parser: Implement right searching UI functionality,published in changelog,customer-facing change
68322,Added,AI Proxy,AI Proxy/Broker Hub: New Broker Hub API needed for AI Proxy,excluded,"internal plumbing, infrastructure, or not customer-visible"
68327,Added,Broker,"Broker: implement ""stand by"" mode",deferred,embargoed until release — Broker stand-by family
68341,Added,Navigation Service,Navigation Service UI : Performance Optimization & Native Federation Migration,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
68362,Improved,CI/CD,CI/CD: Rename OneDirectorySync to IdentityAlignment,excluded,"CI/CD, build, and deployment work"
68398,Improved,Cloud Resource Manager,Cloud Resource Manager: Enable lifecycle policy for customer output S3 buckets at creation time,excluded,"internal plumbing, infrastructure, or not customer-visible"
68506,Fixed,Zoho CRM Listener,OpenLM Platform US Cloud: Prod: License Manager: Customer can not activate certain products,published in changelog,customer-facing change
68526,Improved,Identity Service,OpenLM Platform Identity service (&components) - use internal service communication,excluded,"internal plumbing, infrastructure, or not customer-visible"
68529,Added,Identity Service,"OpenLM Platform: OpenLM.Auth: Add new service ""AIProxy""",excluded,"internal plumbing, infrastructure, or not customer-visible"
68530,Added,AI Proxy,AIProxy: Create Build and Release Pipelines,excluded,"CI/CD, build, and deployment work"
68560,Added,OpenLM Chat for Google,OpenLM Chat App: Backend Service for Google Workspace OAuth Authentication,excluded,"internal plumbing, infrastructure, or not customer-visible"
68561,Improved,OpenLM Chat for Google,OpenLM Chat for google: Alert Consumer Service → Push Alerts to Google Chat App,published in changelog,customer-facing change
68562,Improved,OpenLM Chat Google,OpenLM Chat Google: Slash Command Handler → Query OpenLM GraphQL APIs,published in changelog,customer-facing change
68565,Added,Zendesk Integration,Zendesk Alert Integration: Kafka Consumer → Create Zendesk Ticket for OpenLM Alerts,published in changelog,customer-facing change
68637,Improved,OpenLM Chat Google,OpenLM Chat for Google: Integrate Identity Service,excluded,"internal plumbing, infrastructure, or not customer-visible"
68638,Added,SAM,SAM UI change - Implement changes to Add/Edit Entitlement page,published in changelog,customer-facing change
68650,Added,SLM,"SLM: Support cloud-managed Redis or Valkey,",published in changelog,customer-facing change
68686,Improved,Identity Service,Identity Integration for Secure API Access from Data Services,excluded,"internal plumbing, infrastructure, or not customer-visible"
68717,Added,Reporting Hub BI,Process Manager: Add Tracking Type field to shadow denial messages,excluded,"internal plumbing, infrastructure, or not customer-visible"
68738,Improved,Agents Hub,"Agents Hub: As a user, I want to be able to load agent data that is available",already published,item already appears in static/release-notes JSON changelogs
69079,Added,GoogleChatIntegration,Create CI/CD for GoogleChatIntegration,excluded,"CI/CD, build, and deployment work"
69087,Added,GoogleChatIntegration,GoogleChatIntegration: Create a endpoint to remove stored information,published in changelog,customer-facing change
69137,Added,GoogleChatIntegration,GoogleChatIntegration: Create permission allow page for Google Chat integration,published in changelog,customer-facing change
69151,Added,ZendeskIntegration,Create CI/CD for ZendeskIntegration,excluded,"CI/CD, build, and deployment work"
69158,Added,SAM,SAM: Catalog Discovery Agent Orchestration Page,published in changelog,customer-facing change
69188,Improved,CloudResourceManager,Add Spice daily Full Refresh,excluded,"internal plumbing, infrastructure, or not customer-visible"
69207,Added,GoogleChatIntegration,GoogleChatIntegration: Replace Ingress with API Gateway and Add resttopiccreator,excluded,"internal plumbing, infrastructure, or not customer-visible"
69225,Improved,SaaS Agent,SaaS Agent: monitor Claude AI allocations / LAC support,published in changelog,customer-facing change
69289,Added,CI/CD,Prod US stage naming & prepare it for cluster autoscaler,excluded,"CI/CD, build, and deployment work"
69304,Fixed,Broker Hub,"Broker - Broker Hub: Prod: Approved broker changing satus from ""Approved"" to ""Time Sync Error"" frequently",published in changelog,customer-facing change
69319,Added,UsageService,Usage - Application UI & Grid Optimization,published in changelog,customer-facing change
69349,Added,Audit Service,Audit Service: Upgrade UI Common library to latest version implementing new changes,excluded,"tests, QA, and security scanning"
69350,Improved,GoogleChatIntegration,GoogleChatIntergration: Write required unit test cases,excluded,"tests, QA, and security scanning"
69351,Improved,Broker Hub,"OpenLM Broker Client Package : Broker Client Package change for Autodesk, Comon & OfficeAzure",excluded,"dependency, framework, and configuration maintenance"
69368,Added,SAAS Agent,"SaaS Agent:  Implementation of New LAC message format in SAAS Agent for all of the Plugin Include Autodesk , LinkedIn etc.",published in changelog,customer-facing change
69369,Added,Cloud Broker,"OpenLM Cloud Broker: Implementation of New LAC message format for all of the Plugin Include Monday, OfficeAzure etc.",already published,item already appears in static/release-notes JSON changelogs
69370,Improved,OpenLM Server,Package for parsing RLM license file features.,excluded,"dependency, framework, and configuration maintenance"
69408,Improved,LicenseAccessControl,LAC - UGS integration - Entity id should be removed from the source code,excluded,"internal plumbing, infrastructure, or not customer-visible"
69422,Improved,Server Operational API,"Operational API - Use same ""Service name"" as server for openlm license checkout",excluded,"internal plumbing, infrastructure, or not customer-visible"
69433,Improved,AI Proxy,Broker Hub / BrokerClient / AI Proxy: Update BrokerClient Package and BrokerHub Topics,excluded,"dependency, framework, and configuration maintenance"
69479,Improved,OpenLM Server,OpenLM Platform: Server: Disable a license manager which is not licensed,published in changelog,"filed in legacy-slm.json v26.5.28.1412 (June 11, 2026)"
69513,Improved,Server Operational API,Server/Operational - Change checkout resourceData to server id,excluded,"internal plumbing, infrastructure, or not customer-visible"
69519,Improved,all,Add resource caps to private cloud / on prem deployments for customers,excluded,"CI/CD, build, and deployment work"
69580,Added,Broker Hub,Broker Hub: integrate the new cloud account events,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
69583,Added,License Manager Service,License Manager: integrate the new cloud account events,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
69603,Improved,Broker Hub,OpenLM Broker Hub: Pending Broker Grid Realingment,published in changelog,customer-facing change
69642,Added,Audit Service,Audit Service: Adjust unit tests for all services for Build Validation Policy approach,excluded,"tests, QA, and security scanning"
69643,Added,UI Configuration Service,UI Configuration Service: Adjust unit tests for all services for Build Validation Policy approach,excluded,"tests, QA, and security scanning"
69644,Added,Reporting Hub BI,Reporting Data API Service: Adjust unit tests for all services for Build Validation Policy approach,excluded,"tests, QA, and security scanning"
69650,Added,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Adjust unit tests for all services for Build Validation Policy approach,excluded,"tests, QA, and security scanning"
69734,Improved,Navigation Service,Navigation: Search behavior improvement,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
69738,Added,Features Service,Feature service - implement new Hangfire package,excluded,"dependency, framework, and configuration maintenance"
69759,Improved,AI Proxy,AI Proxy: Anthropic OAuth Identity Resolution via claude.ai Profile Endpoint,published in changelog,customer-facing change
69787,Added,CI/CD,Move all generic configmap secrets to k8s secrets.,excluded,"CI/CD, build, and deployment work"
69793,Improved,SAM Catalog Enrichment,Develop: SAM Catalog Enrichment service phase 1,excluded,"internal plumbing, infrastructure, or not customer-visible"
69866,Improved,Audit Service,"Audit Service: Upgrade Audit Client to latest Nuget packages, test and release version 1.0.9",excluded,"tests, QA, and security scanning"
69881,Added,LicenseParser,License Parser: Implement Summary functionality logic on UI side,published in changelog,customer-facing change
69882,Added,LicenseParser,License Parser: Implement Summary functionality logic on Server side,published in changelog,customer-facing change
69883,Added,LicenseParser,License Parser: Implement Issued At functionality logic on UI and Server side,published in changelog,customer-facing change
69884,Improved,LicenseParser,License Parser: Tune and adjust UI icons and tabs layouts and positions,excluded,"internal plumbing, infrastructure, or not customer-visible"
70015,Improved,OpenLM Server,OpenLM Server - consume OpenLM license manager events about feature quantity change,excluded,"internal plumbing, infrastructure, or not customer-visible"
70022,Added,UsageService,MDE - implement OpenLM.Infrastructure.CloudAccountEvents package,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
70031,Improved,AI Proxy,AI Proxy: Anthropic Admin API Key Identity Resolution,published in changelog,customer-facing change
70062,Added,Google Chat Integration,GoogleChatIntegration: Build and Release pipeline for on-cloud GoogleChatIntegration UI service,excluded,"CI/CD, build, and deployment work"
70113,Improved,BrokersHubConnector,BrokerHubConnector warning message: BrokerLicenseFilesRequest for customerId ??? won't be persisted. Host ???:??? does not exist or disabled,excluded,"internal plumbing, infrastructure, or not customer-visible"
70115,Improved,Broker Hub,OpenLM Broker Hub & SaaS Agent : Backward compatibility required for LAC message,excluded,"internal plumbing, infrastructure, or not customer-visible"
70128,Improved,Cloud Broker,Cloud Broker: Cursor AI monitoring with Admin API,already published,item already appears in static/release-notes JSON changelogs
70145,Improved,OpenLM Server,OpenLM Server - Handle suspend account,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
70162,Added,ServiceNowAlertsIntegration,ServiceNow: ServiceNowAlertsIntegration: Add ServiceNowAlertsIntegration component to OpenLM Auth,excluded,"internal plumbing, infrastructure, or not customer-visible"
70173,Improved,SaaS Agent,SaaS Agent: Cursor AI monitoring,published in changelog,customer-facing change
70180,Added,ZendeskIntegration,Create API Gateway For ZendeskIntegration,excluded,"internal plumbing, infrastructure, or not customer-visible"
70187,Added,yml_templates,Create generic Playwright E2E testing template in yml_templates,excluded,"CI/CD, build, and deployment work"
70214,Improved,OpenLM Server,Legacy EU Cloud - Magna Powertrain - Multiple agent cause many errors,published in changelog,"filed in legacy-slm.json v26.5.28.1412 (June 11, 2026)"
70220,Added,UI,Achieve 80% Unit Test Coverage for EU Squad UI Applications,excluded,"tests, QA, and security scanning"
70222,Added,UI,Achieve 80% Unit Test Coverage for UI Squad Applications,excluded,"tests, QA, and security scanning"
70254,Added,Servicenow Alerts,ServiceNow Alert Integration: New ServiceNow Alerts UI Component in OpenLM ServiceNow Connector,published in changelog,customer-facing change
70475,Improved,Auth,AuthFlow MCP Cloud,excluded,"internal plumbing, infrastructure, or not customer-visible"
70505,Added,ETL,Reporting : Introduce Table Bucket Storage as Core Reporting Storage in S3 Reporting ETL.,excluded,"internal plumbing, infrastructure, or not customer-visible"
70531,Improved,LicenseAccessControl,LAC - API Documentation (GraphQL),published in changelog,customer-facing change
70537,Improved,Zendesk Integration,Zendesk Integration: Develop Zendesk Authentication/integration UI in OpenLM Platform,published in changelog,customer-facing change
70561,Fixed,Navigation Service,Navigation: Prod: EU: Reporting: Quicksuit: Wrong redirection link to BI reports,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
70565,Added,ZendeskIntegration,ZendeskUI: Create CI/CD Pipeline,excluded,"CI/CD, build, and deployment work"
70605,Improved,UI/UX,Improve User Experience by Showing Loading Message for QuickSight Dashboards,published in changelog,customer-facing change
70609,Improved,MCP Server,Creation of CI/CD Pipeline for MCP Server,excluded,"CI/CD, build, and deployment work"
70626,Added,LicenseParser,License Parser: Implement right API gateway URL by OpenLM Identity logic,excluded,"internal plumbing, infrastructure, or not customer-visible"
70646,Added,UI/UX,Homepage:  Trial Countdown & Upgrade to Paid Plan,published in changelog,customer-facing change
70661,Improved,Broker Hub,Broker Hub: AI proxy list to shown in Broker Hub & Broker hub API to shown these list,published in changelog,customer-facing change
70690,Improved,LicenseAccessControl,LAC - Enum Translation Infrastructure for Rules,excluded,"internal plumbing, infrastructure, or not customer-visible"
70696,Added,Broker Hub,Broker Hub: Support new Broker commands,deferred,embargoed until release — Broker stand-by family
70707,Added,AI Proxy,AI Proxy: Stand By Command implementation,deferred,embargoed until release — Broker stand-by family
70739,Added,End-User Services,End-User Services Squad: Integrate Liveness Health Check Package,excluded,"dependency, framework, and configuration maintenance"
70778,Improved,Agent Services,Agent Services: Align MongoDB collation usage and update infrastructure packages,excluded,"dependency, framework, and configuration maintenance"
70789,Improved,Online License Generator,[OpenLM Platform] License Templates update - Website Monitoring feature,excluded,"internal plumbing, infrastructure, or not customer-visible"
70791,Added,SLM,SLM : Integrate Liveness Health Check Package,excluded,"dependency, framework, and configuration maintenance"
70886,Improved,LicenseParser,License Parser: Change the existing description for product on OpenLM Cloud Platform and release the description change to all Cloud Platform environments,excluded,"internal plumbing, infrastructure, or not customer-visible"
70907,Added,LicenseParser,License Parser: Upgrade to last version of OpenLM UI Common library and adjust functionality to new UI common features released,excluded,"dependency, framework, and configuration maintenance"
70908,Added,LicenseParser,License Parser: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
70927,Improved,CI/CD,Update service definition to include the secret ownership,excluded,"CI/CD, build, and deployment work"
70928,Added,CI/CD,Create k8s secrets on dev_microk8s,excluded,"CI/CD, build, and deployment work"
70931,Improved,CI/CD,Update the service definition for production helm charts,excluded,"CI/CD, build, and deployment work"
70966,Added,SAM,"Add ""Job Runs & History"" tab to the Software Catalog Discovery page with Active Jobs monitoring and Run History browsing",published in changelog,customer-facing change
70975,Improved,GoogleChatIntegration,Add Google Trademark TM  to meet Google's branding requirements,published in changelog,customer-facing change
71025,Improved,Broker,Broker Hub: Display additional information for Broker ports,published in changelog,customer-facing change
71029,Added,SAM,"Add ""Discovered Vendors"" tab to the Software Discovery page with vendor grid, CRUD operations, and trigger vendor discovery dialog",published in changelog,customer-facing change
71030,Added,SAM,"Add ""Discovered Products"" tab to the Software Discovery page with product grid, enrichment status, and trigger product discovery dialog",published in changelog,customer-facing change
71091,Improved,ServiceNowConnectorETL,ServiceNow Connector ETL : Handle Fail Cases,excluded,"internal plumbing, infrastructure, or not customer-visible"
71110,Improved,Servicenow Connector,ServiceNow Connector: Consume ServiceNow ETL Sync Status from Kafka,excluded,"internal plumbing, infrastructure, or not customer-visible"
71304,Added,Features Service,FeatureService : Add Service Level Tests,excluded,"tests, QA, and security scanning"
71305,Added,BrokersHubConnector,BHC : Add Service Level Tests,excluded,"tests, QA, and security scanning"
71306,Added,Server Operational API,OperationalAPI : Add Service Level Tests,excluded,"tests, QA, and security scanning"
71318,Improved,Broker Hub,Broker Hub: Liveness and Readiness,excluded,internal health-check instrumentation
71320,Improved,License Manager Service,License Manager: Liveness and Readiness,excluded,internal health-check instrumentation
71321,Improved,License Generator,License Generator: Liveness and Readiness,excluded,internal health-check instrumentation
71330,Improved,Audit Service,Audit Service: Liveness integration,excluded,internal health-check instrumentation
71331,Improved,UI Configuration Service,UI Configuration Service: Liveness integration,excluded,internal health-check instrumentation
71333,Improved,Reporting Hub BI,Reporting Data API Service: Liveness integration,excluded,internal health-check instrumentation
71335,Improved,LicenseParser,License Parser Service: Liveness integration,excluded,internal health-check instrumentation
71338,Improved,FreshworksAlertsIntegration,Freshworks Alerts Integration: Liveness integration,excluded,internal health-check instrumentation
71340,Improved,Machine Learning,Machine Learning: Liveness integration,excluded,internal health-check instrumentation
71341,Improved,Audit Service,Audit Service: Readiness integration,excluded,internal health-check instrumentation
71345,Improved,Reporting Hub BI,Reporting Data API Service: Readiness integration,excluded,internal health-check instrumentation
71348,Improved,LicenseParser,License Parser Service: Readiness integration,excluded,internal health-check instrumentation
71352,Improved,FreshworksAlertsIntegration,Freshworks Alerts Integration: Readiness integration,excluded,internal health-check instrumentation
71358,Added,LicenseParser,License Parser: Re-Implement and re-factor license file upload functionality to not use any storage systems like AWS or Mongo DB for UI Service,published in changelog,customer-facing change
71360,Added,LicenseParser,License Parser: Re-Implement and re-factor license file upload functionality to not use any storage systems like AWS or Mongo DB for Backend Service,published in changelog,customer-facing change
71366,Added,Audit Service,Audit Service: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
71411,Added,ServiceNow Event Management,ServiceNowEventManagementIntegration: Add ServiceNow Event Management Component Scope in OpenLM ServiceNow Connector UI,published in changelog,customer-facing change
71478,Fixed,NavigationService,Exxon: Prod: Navigation component crashes on click — rxjs version mismatch in Module Federation,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
71500,Improved,UI/UX,Update prod-eu homepage ui to include updated dashboard name,excluded,"internal plumbing, infrastructure, or not customer-visible"
71533,Added,SAMCatalog,SAMCatalog: Add product feature Product_SAMCatalog to License Generator and License Manager having default trial only for Cloud Platform,excluded,"internal plumbing, infrastructure, or not customer-visible"
71566,Improved,SLM,"As a user, I want filters embedded in the grid header across SLM screens so that more screen space is available for data",published in changelog,customer-facing change
71572,Added,SLM,Update Homepage to use new k8s secret-backed environment variables and upgrade Hangfire/MongoDB dependencies,excluded,"CI/CD, build, and deployment work"
71573,Added,LicenseAccessControl,Update License Access Control to use new k8s secret-backed environment variables and upgrade Hangfire/MongoDB dependencies,excluded,"CI/CD, build, and deployment work"
71584,Added,Reporting Hub BI,Reporting Data API Service: Implement full support of GraphQL where clause for Cloud Platform - AWS Athena approach,published in changelog,customer-facing change
71585,Added,Reporting Hub BI,Reporting Data API Service: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
71588,Added,UI Configuration Service,UI Configuration Service: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
71591,Added,FreshworksAlertsIntegration,Freshworks Alerts Integration: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
71640,Improved,ETL,Update the dongle Monitoring Merge Identifier field in ETL,excluded,"internal plumbing, infrastructure, or not customer-visible"
71741,Added,Homepage,"Homepage - Foundation: dashboard grid, widget shell, chart library",excluded,"internal plumbing, infrastructure, or not customer-visible"
71754,Added,Homepage,Homepage - Cleanup: remove dead code and fix onboarding,excluded,"internal plumbing, infrastructure, or not customer-visible"
71761,Added,Homepage,"Homepage - Dashboard widgets: KPIs, trends, health",excluded,"internal plumbing, infrastructure, or not customer-visible"
71763,Improved,Homepage,Homepage - License usage trend widget (30-day line chart),excluded,"internal plumbing, infrastructure, or not customer-visible"
71765,Improved,Homepage,Homepage - License server health status grid widget,excluded,"internal plumbing, infrastructure, or not customer-visible"
71768,Improved,Homepage,Homepage - Upcoming renewals and expirations widget,excluded,"internal plumbing, infrastructure, or not customer-visible"
71879,Improved,UGS,UGS - Users page improvements,published in changelog,customer-facing change
71887,Improved,UGS,UGS - Add/Edit User page improvements,published in changelog,customer-facing change
71900,Improved,UGS,UGS -  Add/Edit user -> Groups sub-tab improvements,published in changelog,customer-facing change
71901,Improved,UGS,UGS - Add/Edit user -> Email Aliases sub-tab improvements,published in changelog,customer-facing change
71907,Improved,Homepage,Homepage - Top 5 denied features widget (horizontal bar chart),excluded,"internal plumbing, infrastructure, or not customer-visible"
71912,Improved,Homepage,Homepage - Top 5 most idle features widget (horizontal bar chart),excluded,"internal plumbing, infrastructure, or not customer-visible"
71921,Added,Homepage,Homepage - Add loading state to dashboard widgets,excluded,"internal plumbing, infrastructure, or not customer-visible"
71922,Improved,Homepage,Homepage - Toast feedback on dashboard data refresh,published in changelog,customer-facing change
71923,Improved,Homepage,"Homepage - Dashboard toolbar primary actions: Activate Product, Invite User, Take the Tour",published in changelog,customer-facing change
71924,Improved,Homepage,Homepage - Color-code alert-bar tile borders by severity,excluded,"internal plumbing, infrastructure, or not customer-visible"
71925,Improved,Homepage,Homepage - Remove Activated Products widget pending rework,published in changelog,customer-facing change
71926,Improved,Homepage,Homepage - Restore Documentation / Contact Us links and admin-gate primary CTAs,published in changelog,customer-facing change
71927,Added,Homepage,Homepage - Add tooltips to dashboard toolbar icon buttons,published in changelog,customer-facing change
71930,Added,Homepage,Homepage - Introduce dashboard design tokens and shared SCSS primitives,excluded,"internal plumbing, infrastructure, or not customer-visible"
71931,Improved,Homepage,Homepage - Extract ranked-list-card shared widget for denied/idle features,excluded,"internal plumbing, infrastructure, or not customer-visible"
71932,Improved,Homepage,Homepage - Refactor facade to use runWithLoading helper,excluded,"internal plumbing, infrastructure, or not customer-visible"
71933,Improved,Homepage,Homepage - Stagger dashboard data fetches for faster first paint,excluded,"internal plumbing, infrastructure, or not customer-visible"
71939,Improved,Homepage,Homepage - Extract license-list-card shared widget for expirations and expired licenses,excluded,"internal plumbing, infrastructure, or not customer-visible"
71940,Improved,Homepage,Homepage - Migrate dashboard widgets to standalone components,excluded,"internal plumbing, infrastructure, or not customer-visible"
71994,Added,Homepage,Homepage - Modernize Angular patterns toward Angular 21 standards,excluded,"dependency, framework, and configuration maintenance"
72281,Improved,CloudResourceManager,Update nuget packages,excluded,"dependency, framework, and configuration maintenance"
72282,Improved,CloudResourceManager,Integrate Direct Query for some Dashboards in Quicksight and Remove Executive summary,published in changelog,customer-facing change
72285,Improved,CloudResourceManager,Notify product service upon no entry for SNOW connector,excluded,"internal plumbing, infrastructure, or not customer-visible"
72304,Added,AI Proxy,[AIProxy ETL]: AI Proxy Usage ETL Pipeline,deferred,embargoed until release — AI usage reporting not yet shipped
